CIP;NOM;P VENTE;P ACHAT;REMISE;TVA;FAMILLE;EMPLACEMT;STOCK;SEUIL;QTE REAPPRO
3305639;HELMINTOX 250MG COMP B/3                ;1555;985;0;0;2;4;4;0;0
3305645;HELMINTOX 125MG COMP B/6                ;1060;702;0;0;0;4;4;0;0
3306857;RUBOZINC GEL B/30;5025;3330;0;0;0;21;2;0;0
3307360;LACTEOL PDRE ORAL B/10 SACHETS          ;4010;2654;0;0;0;35;0;0;0
3307532;MITOSYL POM T/150G                      ;3790;2508;0;0;0;35;0;0;0
3308483;DOLKO 500MG SACH B/12;1515;1003;0;0;0;42;0;0;0
3308572;NOROXINE 400MG B/10CP                   ;5460;3596;0;0;0;32;0;0;0
3309146;ISOPTINE 5MG INJ B/5                    ;2480;1555;0;0;0;7;0;0;0
3309525;GAVISCON SACH BUV B/24                  ;3965;2627;0;0;4;35;9;0;0
3310095;PROZAC 20 MG B/14GEL                    ;4510;2974;0;0;0;32;2;0;0
3311025;SANDOCAL 500MG B/30SACH                 ;4765;3155;0;0;0;42;0;0;0
3311077;LOXEN INJ 10MG                          ;9480;6256;0;0;0;7;-1;0;0
3311568;FLAGYL 500MG CP B/14                    ;2125;1386;0;0;17;30;27;0;0
3312148;ZINNAT 250MG B/10CP                     ;6815;4515;0;0;0;21;4;0;0
3312438;TERPONE SP AD 180ML                     ;2025;1350;0;0;0;31;10;0;0
3312616;CONDYLINE SOL EXT                       ;20155;13348;0;0;0;36;2;0;0
3312639;SORIATANE 10MG B/30                     ;23740;17760;0;0;0;21;0;0;0
3312674;SORIATANE 25MG B/30                     ;51880;38865;0;0;0;21;0;0;0
3312881;ENDOTELON 150MG COMP B/20               ;15255;8715;0;0;0;30;0;0;0
3313113;OROKEN 200MG B/8 CP                      ;9785;6458;0;0;1;32;3;0;0
3313225;CHIBROXINE COLLYRE 5ML                  ;3145;2061;0;0;14;22;5;0;0
3313550;OPTICRON CY UNIDOSE                     ;3195;2116;0;0;0;22;1;0;0
3313917;CLARITYNE 10MG 10CP                     ;4355;2864;0;0;0;28;0;0;0
3314414;NOOTROPYL AB                            ;10930;7215;0;0;1;25;0;0;0
3314526;DAKIN CPF STAB 250ML                    ;1625;1076;0;0;3;36;7;0;0
3314874;TEGRETOL LP 200MG CP                    ;3600;2364;0;0;0;21;5;0;0
3315968;BRICANYL LP 5MG B/30CP                  ;3515;2308;0;0;0;28;0;0;0
3316005;EAU OXY 10V GILBERT 120ML            ;1475;1012;0;1;0;36;3;0;0
3316011;EAU OXY 10V GILBERT 250ML              ;2090;1492;0;1;3;36;3;0;0
3316028;EOSINE AQU 2% AMP 5ML UNIDOSE B/10;1545;1255;0;0;0;15;0;0;0
3316703;GELDENE 0,5/100 POM T/50G               ;2510;1642;0;0;0;35;0;0;0
3317080;EXOCINE 0,3% COLLYRE                    ;3020;1979;0;0;0;22;0;0;0
3317223;ACUITEL 20MG CP                         ;18035;11528;0;0;0;28;0;0;0
3317252;ACUITEL 5 MG B/28 COMP                  ;6330;4172;0;0;0;28;0;0;0
3318151;CALCIUM SAND 500MG 10SACH               ;1795;1190;0;0;0;42;0;0;0
3318665;NIFLUGEL GEL T/60G                      ;2260;1477;0;0;1;6;2;0;0
3318754;FAZOL 2% EMUL FLUIDE F/30ML             ;3900;2563;0;0;0;43;0;0;0
3318984;MEDROL 16MG COMP                        ;5250;3457;0;0;1;32;4;0;0
3319133;FUCITHALMIC POM OPHTA                   ;2825;1852;0;0;1;22;-1;0;0
3319191;LEVOTHYROX 75 CP B/30;1530;1013;0;0;0;32;2;0;0
3319216;LEVOTHYROX 150 CP B/30;3045;2016;0;0;0;32;0;0;0
3319392;FELDENE 20MG CP DISPER B/15              ;4160;2737;0;0;1;30;3;0;0
3319481;GEL LARMES T/10G                        ;3310;2190;0;0;0;22;2;0;0
3319541;CRISTAL SUP AD B/10;1765;1168;0;0;0;10;1;0;0
3319587;CRISTAL SUPPO CPF ENF B/10              ;1235;858;0;0;0;10;0;0;0
3319624;CRISTAL SUPPO CPF BB B/10               ;1265;839;0;0;0;10;0;0;0
3320521;PEPSANE GEL SACH B/30                   ;4740;3512;0;0;0;35;4;0;0
3320768;CLAMOXYL 1G CP DISP B/12                ;3750;2463;0;0;11;28;9;0;0
3320797;CLARADOL CAFEINE CPR EFF BT16;1500;995;0;0;0;23;0;0;0
3320857;AZANTAC 150MG CP EFF B/30;14645;9677;0;0;0;28;0;0;0
3320923;MONURIL AD SACH BUV B/1                 ;7055;4652;0;0;1;35;2;0;0
3320981;PALUDRINE 100MG COMP B/60               ;9990;6613;0;0;0;27;0;0;0
3321733;KALEORID LP 600MG B/30CP                ;1405;1013;0;0;1;2;3;0;0
3321851;SPREGAL AEROSOL FL/160G                 ;4410;2920;0;0;0;43;0;0;0
3322075;CODOLIPRANE CP                          ;2095;1387;0;0;4;23;41;0;0
3322129;ELISOR COMP B/28                        ;15045;9943;0;0;0;73;0;0;0
3322655;KARDEGIC 300MG SAC B/30                 ;2550;1687;0;0;0;35;0;0;0
3322916;OROCAL 500 MG CP B/60                   ;6530;4325;0;0;0;32;0;0;0
3323063;CYCLO 3 FORT AB                         ;4105;2718;0;0;0;25;0;0;0
3323152;ADVIL CPR 200MG BT/30;4395;3055;0;0;0;23;0;0;0
3323287;VOLTARENE 0,1% COLLYRE 5ML              ;3050;1977;0;0;0;22;0;0;0
3323407;LANSOYL GELEE POT 215G                  ;8910;5902;0;0;0;13;1;0;0
3324499;HUILE DE PARAFFINE 500ML;5020;3392;0;1;0;43;0;0;0
3324708;ROVAMYCINE 3MUI B/10CP                  ;5320;3503;0;0;0;21;8;0;0
3324737;KARDEGIC 160MG B/30SACHETS              ;2450;1624;0;0;0;35;0;0;0
3325406;METEOSPASMYL CAPS B/20                  ;3030;2171;0;0;1;32;5;0;0
3325760;ISOPTOPILOCARP  2% CYRE  10ML                   ;1290;1213;0;0;0;22;4;0;0
3326357;LIPANTHYL 200MG GEL B/30                ;9330;6157;0;0;1;32;1;0;0
3327581;DAFALGAN CODEINE 16 COMP                ;1905;1855;0;0;0;23;0;0;0
3327782;KALEORID LP 1000MG COMP B/30;3460;2290;0;0;0;2;0;0;0
3328385;CORTANCYL 20 MG CP                      ;3335;2189;0;0;5;28;4;0;0
3328391;ULCAR SUSP B/30                         ;8240;5454;0;0;0;35;1;0;0
3328617;BRICANYL TURBUHALER 200DOS              ;12860;8519;0;0;0;40;0;0;0
3328646;ALMIDE COLLYRE                          ;3955;2705;0;0;0;22;0;0;0
3329232;EMLA CREM 5% T/5G                       ;5940;3896;0;0;0;35;0;0;0
3329568;CALCIUM GLUC 10% 10ML CH                ;30995;20523;0;0;0;7;0;0;0
3330198;ZYRTEC SP 60 ML                         ;2730;1806;0;0;0;26;2;0;0
3330666;KETODERM GEL MONODOSE T/20G             ;5390;3546;0;0;0;35;0;0;0
3330695;KETODERM GEL SACHET B/8                 ;12000;7929;0;0;1;6;1;0;0
3331300;EMAIL DIAMANT TRAD BLANCHEUR 75ML;3565;2416;0;1;0;41;1;0;0
3331312;MODOPAR 125 CP DISP B/60;8285;4952;0;0;0;27;0;0;0
3331335;AMLOR 10MG GEL B/30                     ;15940;10535;0;0;0;28;1;0;0
3331358;AMLOR 5MG GEL B/30                       ;12715;8419;0;0;0;28;2;0;0
3331401;AUGMENTIN 100MG NN SP F/30ML                   ;2590;1697;0;0;1;26;6;0;0
3331424;ORELOX 100MG CP B/10                    ;8970;5920;0;0;0;32;-1;0;0
3331677;DAFALGAN CODEINE CP EFF ;2220;1469;0;0;0;23;1;0;0
3331909;ALGISEDAL COM 500MG BT/16               ;1890;1232;0;0;0;28;0;0;0
3333392;ICAZ LP 5MG B/30 GELULES                ;16790;11098;0;0;0;27;0;0;0
3334109;ICAZ 2.5MG GEL B/30                     ;9655;6373;0;0;0;27;0;0;0
3335497;KETUM 2,5 GEL T/60G                     ;2485;1624;0;0;1;6;2;0;0
3335876;BACTOX 250MG SP F/60ML                   ;1750;1139;0;0;0;26;0;0;0
3335882;BACTOX 125MG SP F/60ML                   ;1130;730;0;0;1;26;15;0;0
3335959;FERVEX SACH.SANS.SUCRE B//8                ;3090;2025;0;0;1;27;0;0;0
3335988;HUMEXLIB PARACET CHLO 500/4MG GEL B/16;1890;1250;0;0;0;27;1;0;0
3337071;SECNOL 2G GRANULE B/1                   ;3860;2536;0;0;0;35;1;0;0
3337817;DRILL SS SUCRE PAST B/24                ;2510;1660;0;0;1;41;0;0;0
3338194;DOLKO SP 90ML ENF BB                    ;1320;876;0;0;1;23;3;0;0
3338308;LOMEXIN 2% CR VAG T/15G                 ;3310;2171;0;0;0;6;1;0;0
3338461;FLECTOR 1% GEL T/60G;3320;2200;0;0;0;6;1;0;0
3338490;XENID 1% GEL                            ;2315;1235;0;0;0;35;0;0;0
3338811;DOLKO 500MG CP                          ;1185;785;0;0;0;23;0;0;0
3339874;MIOREL 4 MG B/12 GEL                    ;3240;2125;0;0;4;32;5;0;0
3340328;ZINNAT 125MG SP 40ML                    ;3900;2581;0;0;0;26;2;0;0
3340357;ZINNAT 125MG SP 80ML                    ;6945;4579;0;0;0;26;1;0;0
3341658;MEDIBRONC SP ENF 150ML                  ;3115;2061;0;0;0;31;0;0;0
3341894;MYCOSTER SOL LOC VERN 3ML               ;13940;9231;0;0;1;36;2;0;0
3341948;TOPAAL SP FL/210ML                      ;2560;1696;0;0;0;26;0;0;0
3342362;PEVARYL 1% PDRE 30GRS                   ;5830;3858;0;0;0;36;0;0;0
3343597;ACTI 5 AB                               ;4300;3080;0;0;0;25;0;0;0
3344355;DIVINA CP B/21;7650;4362;0;0;0;72;0;0;0
3345260;ADRIBLASTINE 50MG FL IV B/1;44100;42000;0;0;0;48;0;0;0
3345780;SEREVENT 25MG AEROS FL1 20 DOSE         ;23000;14858;0;0;0;40;0;0;0
3346176;SELSUN 2,5%SOL EXT 120ML                ;6625;4441;0;0;0;43;0;0;0
3346609;DIGOXINE 0,25MG COMP B/30               ;2550;1349;0;0;1;30;1;0;0
3347170;ROACCUTANE GEL   30G;13250;7032;0;0;0;35;0;0;0
3347201;VAC ACT-HIB                           ;7935;5257;0;0;0;48;0;0;0
3348413;PREVISCAN 20MG CP B/30                  ;3240;2125;0;0;0;32;0;0;0
3348838;AGYRAX B/15 CP                          ;4615;3056;0;0;0;28;8;0;0
3349565;LAMISIL COMP B/14                       ;31160;20613;0;0;0;27;0;0;0
3349594;LAMISIL CREME T/15G                     ;5070;3338;0;0;0;6;2;0;0
3349677;TIORFAN 100MG GELULES B/20;4575;3009;0;0;0;21;2;0;0
3350120;DAIVONEX POM T/30G                      ;14110;9325;0;0;0;35;0;0;0
3351215;MALARIA TEST B/25                       ;12000;8000;0;0;0;58;0;0;0
3351295;BETOPTIC 0.25% CYRE;3995;2627;0;0;0;22;0;0;0
3351579;FERVEX SACH ENF B/8                     ;2560;1697;0;0;0;27;6;0;0
3352082;RECTOPANBILINE SUPP AD B/10             ;6445;4333;0;0;0;10;0;0;0
3352113;LACRIGEL GEL T/10G                      ;3150;2085;0;0;0;22;0;0;0
3352308;INS UMULINE PROFIL 30 100UI/FL          ;11885;7469;0;0;0;48;0;0;0
3352343;INS UMULINE NPH 100UI F/10ML            ;11340;7472;0;0;0;48;0;0;0
3352366;INS UMULINE RAPIDE 100UI                    ;11340;7472;0;0;0;48;0;0;0
3352484;CHIBRO PROSCAR 5MG B/28CP               ;24315;16082;0;0;0;28;0;0;0
3352538;DEROXAT 20MG B/14 COMP                  ;11770;7772;0;0;0;30;0;0;0
3352892;ABUFENE 400MG B/30CP                    ;3800;2516;0;0;0;28;0;0;0
3353153;ASPIRINE UPSA 1000MG 20CP EFF           ;2880;1907;0;0;1;23;2;0;0
3353532;NYOLOL 0,50%CYRE                        ;2930;1920;0;0;0;22;0;0;0
3354158;VITASCORBOL 500 SS CP CROQ B/12           ;1310;867;0;0;0;20;0;0;0
3354164;VITASCORBOL 500 SS CP CROQ B/24            ;2615;1733;0;0;0;20;0;0;0
3355873;FLIXONASE 50MG 120DOS SUSP NAS          ;5790;3813;0;0;4;24;19;0;0
3355933;METHERGIN CP B/20                       ;2635;1704;0;0;0;27;0;0;0
3356045;CLARITYNE SP B/60ML                          ;1970;1286;0;0;0;26;0;0;0
3356341;NAABAK 4,9% COLLYRE FL/5ML              ;3498;2317;0;0;1;22;5;0;0
3356430;SINTRON 4MG COMP BT/30                  ;3090;2025;0;0;0;21;1;0;0
3356677;ALTOCEL 2MG GEL B/20                    ;2220;1416;0;0;0;28;0;0;0
3356996;PROPRANOLOL TEVA 40 MG CP B/50;1780;1177;0;0;0;32;1;0;0
3357211;MONOTILDIEM LP 300                     ;6500;3457;0;0;0;27;0;0;0
3357228;MONOTILDIEM LP 200MG 28 GELULES        ;15555;10280;0;0;0;27;0;0;0
3357317;REVITALOSE AB B/10X2                    ;5195;3439;0;0;0;25;5;0;0
3357599;ALFATIL LP 500MG COMP B/8               ;10760;7171;0;0;0;28;0;0;0
3357694;PEVARYL 1% SOL EXT PULV 30G             ;5400;3576;0;0;0;36;1;0;0
3358601;CARBACTIVE GEL B/30                     ;2540;1678;0;0;0;28;2;0;0
3358989;OROKEN 100MG SP ENF                    ;9810;6476;0;0;1;26;3;0;0
3358995;OROKEN 40MG SP NN                     ;4825;3174;0;0;1;26;7;0;0
3359196;VOLTARENE 75 MG LP CP                   ;6425;4232;0;0;0;21;1;0;0
3359500;MINOXIDIL COOPER 2% SOL                 ;20605;13644;0;0;0;19;0;0;0
3360265;POLYGYNAX B/12 OV                       ;5155;3393;0;0;0;5;3;0;0
3360383;ORELOX ENF SUP F/50ML 100D              ;5965;3931;0;0;0;26;4;0;0
3360408;ORELOX ENF SUP F/100ML 200D             ;10400;6868;0;0;0;26;2;0;0
3360437;CLIMENE PLAQ/1  B/21CP                  ;8020;5217;0;0;0;28;1;0;0
3360957;CYCLADOL 20MG CP SEC B/14               ;5775;3803;0;0;0;72;0;0;0
3361359;ZYRTEC 10MG B/10CP                      ;4615;3037;0;0;0;21;5;0;0
3361514;PANADOL 500MG B/12CP EFF                ;1255;830;0;0;2;23;5;0;0
3364062;ADVIL SUSP ENF NN F/200ML               ;2650;1752;0;0;7;26;11;0;0
3364079;ACUILIX 20MG/12.5MG CP                  ;8295;5473;0;0;0;28;0;0;0
3364926;ARTOTEC 50MG CP B/30                    ;7470;4926;0;0;0;28;0;0;0
3365736;RAMET DALIBOUR F/ 250ML;4185;2773;0;0;0;43;0;0;0
3365788;PURSENNIDE DRAG B/20                    ;1040;686;0;0;0;32;0;0;0
3366173;XATRAL LP 5MG B/56CP                    ;25695;16993;0;0;0;21;1;0;0
3366664;LACRINORME GEL OPHT T/10G               ;3180;2107;0;0;0;22;1;0;0
3367037;FLIXOTIDE 50MCG 120D SUSP INH           ;6325;4187;0;0;1;13;10;0;0
3369852;PYRALVEX LIQ FL/10ML                    ;3760;2490;0;0;0;13;0;0;0
3371375;OXEOL 10MG CP B/30                      ;7705;5082;0;0;0;74;0;0;0
3372699;DIOVENOR 600MG CP                       ;11830;7833;0;0;0;30;2;0;0
3372710;PULMICORT 0.5 INH DET                   ;6400;4018;0;0;0;61;0;0;0
3372713;PULMICORT 0.5 INH UNID B/20             ;25480;16874;0;0;0;65;0;0;0
3373405;TIMOPTOL LP 0.5 CY                      ;8850;5368;0;0;0;22;0;0;0
3373753;CILOXAN 0,3% COLLYRE FL/5ML             ;4300;2828;0;0;2;22;4;0;0
3375284;GLUCOR 50 MG CP B/30                    ;3800;2496;0;0;0;27;0;0;0
3375309;GLUCOR 100MG COMP B/30                  ;7065;4658;0;0;0;27;0;0;0
3375367;GAVISCON SUSP BUV NN                    ;3540;2325;0;0;0;26;2;0;0
3375580;DIPROLENE CREME 15G                     ;1735;1129;0;0;0;35;0;0;0
3376527;UTEPLEX B/45 AMP                        ;9920;6568;0;0;0;25;0;0;0
3376562;LACRYVISC 15G GEL OPHT                  ;5310;3515;0;0;0;22;0;0;0
3377337;FORADIL PRD 30GEL+INH                   ;15185;10032;0;0;0;73;0;0;0
3377343;FORADIL INH BUC+GEL B/60                ;27500;18191;0;0;0;26;0;0;0
3378331;TERLOMEXIN 200MG CAPS GYNE B/3          ;4165;2735;0;0;0;5;2;0;0
3378377;VISIODOSE CYRE UNIDOSE B/10             ;3195;2116;0;0;0;22;0;0;0
3378940;HUILE DE FOIE MORUE B/50GELULES         ;8215;5507;0;0;0;64;0;0;0
3380960;IDEOS CP A CRQ B/30                     ;4750;3147;0;0;0;2;2;0;0
3381468;DIAMICRON 60MG LM B/30                  ;13750;9085;0;0;4;30;5;0;0
3382634;PHYSIOGINE 1MG CP B/30                  ;5290;2899;0;0;0;74;0;0;0
3382746;FLUDEX LP 1,5MG B/30CP                  ;6670;4396;0;0;3;30;3;0;0
3382806;ZECLAR 500MG CPR BT14                   ;10265;6777;0;0;0;21;0;0;0
3383059;ALLERGODIL SPRAY NAS.FL/10ML            ;4000;2645;0;0;0;24;0;0;0
3383467;FLUDITEC SP ENF/NSS                     ;1585;1049;0;0;1;31;4;0;0
3383496;BIOCIDAN COLLY 10UNIDOS                 ;5590;3194;0;0;0;22;0;0;0
3384538;LASILIX SPECIAL 500 B/30                ;29530;17020;0;0;0;32;2;0;0
3384828;EOSINE GILB F/50ML                      ;1100;804;0;0;0;43;0;0;0
3385130;TRUSOPT CYRE                            ;6760;6500;0;0;0;9;0;0;0
3385176;GAVISCONNEL SACHET B/24;14270;9450;0;0;0;35;0;0;0
3385207;HYZAAR 50/12.5 B/28                     ;6475;4287;0;0;1;2;8;0;0
3385242;COZAAR 50MG CP B/28                     ;5540;3648;0;0;0;28;3;0;0
3386098;TELEBRIX 35 INJ+NEC 50ML B/1            ;14050;8022;0;0;0;46;0;0;0
3386187;VITAMINE A FAURE CYRE                   ;2400;1591;0;0;0;22;0;0;0
3386477;NORPROLAC INIT 25/50MG B/6              ;6340;4179;0;0;0;75;0;0;0
3386508;NORPROLAC CP75 MCG B/30                 ;32090;21235;0;0;0;75;0;0;0
3386862;VOLTARENE COLLY 0.1% UNIDOSE;7000;4139;0;0;0;22;0;0;0
3387614;DICETEL 100MG CP B/20                   ;7630;5053;0;0;0;30;0;0;0
3387620;DICETEL 100MG CP B/30;7660;5054;0;0;0;30;1;0;0
3389487;RISPERDAL 1MG CP B/60;10130;6705;0;0;0;21;1;0;0
3389866;LAMICTAL 100MG B/30 CP                  ;16790;11121;0;0;0;27;0;0;0
3389978;FORLAX SACH.B/20                        ;4075;2700;0;0;1;35;3;0;0
3390467;DEBRIDAT 100 CP B/30                    ;5380;3539;0;0;3;30;2;0;0
3390585;EFFERALGAN 300MG SUPPO GD ENF             ;1390;921;0;0;1;10;6;0;0
3391308;ESTREVA GEL                             ;5945;3917;0;0;0;35;0;0;0
3391633;CASODEX 50MG CP B/30                    ;40000;38000;0;0;0;28;1;0;0
3392259;AMODEX 125MG SP F/60ML                 ;1000;661;0;0;1;26;3;0;0
3392615;HEXTRIL DENT T/100G                     ;4270;2828;0;1;0;52;0;0;0
3392756;ATROVENT SOL NAS PULV /15ML;4980;2847;0;0;0;24;0;0;0
3393927;TORAS DENK 5MG CP B/30;3130;2053;0;0;0;21;0;0;0
3395789;LESCOL 40MG GEL B/28                    ;21600;14265;0;0;0;27;0;0;0
3396033;BRONCHATHIOL AD SP F/150ML                ;2550;1687;0;0;1;31;4;0;0
3396286;VEXOL 1% CY F/5ML                       ;6075;4023;0;0;0;22;0;0;0
3396381;ZOLADEX 10.8 MG B/1A;231470;219870;0;0;0;7;0;0;0
3398411;VAC TYPHIM VI SER 0.5 B/1                   ;11020;7297;0;0;0;9;1;0;0
3398635;OFLOCET 1,5MG GTTE AURIC                ;5985;3940;0;0;2;1;5;0;0
3399273;HEMAGENE TAILLEUR 200MG                 ;2675;1752;0;0;0;27;0;0;0
3399416;ACTIVAROL C500 AMP BUV /24 AD           ;4355;2885;0;0;0;25;0;0;0
3400183;ALMIDE CY UNIDOSE B/20;3125;2142;0;0;0;22;0;0;0
3400932;DIPROSALIC LOTION ;3350;2136;0;0;0;43;0;0;0
3400933;PANFUREX G 200MG B/28;3540;2344;0;0;0;32;0;0;0
3400935;DECONTRACTYL 500 CP;5970;4405;0;0;0;30;0;0;0
3400937;ZANIDIP 20MG B/30                       ;17000;7530;0;0;0;21;0;0;0
3401020;SALVA CEINT LOMB MATERNITE H26;49450;33481;0;1;0;58;0;0;0
3401360;ICTYANE DUCRAY LAIT CORPS HYDRATANT 400ML;10920;10284;0;0;0;19;2;0;0
3401375;KL BB COFFRET BLEU;9875;6395;0;0;0;53;0;0;0
3401376;KL BB COFFRET ROSE;9875;6395;0;0;0;53;0;0;0
3401395;XERIAL 10 LAIT CORP T/500ML;11915;7613;0;0;0;54;0;0;0
3402058;DEPO MEDROL 40MG FL+SER 1ML /1          ;1945;1268;0;0;0;7;0;0;0
3402070;RHINAMIDE NEBUL FL/30ML                 ;1560;1013;0;0;0;24;0;0;0
3403342;EOSINE GILB F/100                       ;1580;1049;0;0;0;15;0;0;0
3404287;DOSTINEX 0.5MG CP B/8                   ;29725;19685;0;0;0;30;0;0;0
3404471;PHYSIOMYCINE GELULE B/16                ;5290;3484;0;0;0;32;0;0;0
3404703;SECTRAL 200MG B/30COMP                  ;5910;3895;0;0;0;21;0;0;0
3405134;BETASELEN AKOPHARMA 50GEL;11825;6565;0;0;0;64;0;0;0
3405140;BETASELEN 200 GEL ARKOPHARMA;35070;20039;0;0;0;64;0;0;0
3406518;MUCOMYST 200MG SACH B/18                ;2605;1724;0;0;1;35;3;0;0
3408121;MOPRAL 20MG B/14COMP                    ;7840;5172;0;0;0;32;0;0;0
3408925;BACTOX 500MG SP  F/60ML                       ;2380;1578;0;0;0;26;1;0;0
3410365;DALACINE 300MG GELU B/16;8610;5802;0;0;0;30;2;0;0
3410483;DEBRIDAT PEDIATRIC SP 125ML                   ;2315;1532;0;0;4;26;0;0;0
3410951;MUCINUM CASCARA B/20CP                  ;1105;732;0;0;0;27;0;0;0
3411040;PASSEDYL ENF SP FL/125 ML               ;2315;1530;0;0;0;31;-1;0;0
3411169;BRULEX POM T/30G                        ;2825;1851;0;0;0;6;1;0;0
3411689;MYNOCINE 100MG B/15 GEL                 ;8615;5681;0;0;0;32;1;0;0
3411726;OROMAG COMP B/30                        ;3310;2191;0;0;0;32;0;0;0
3412447;CELESTENE 2MG COMP B/20                 ;3360;2226;0;0;0;28;10;0;0
3412482;MYCOSTER 1% PDRE FL/30G                 ;4110;2682;0;0;1;36;2;0;0
3412559;DOLIRHUME COMP B/16                     ;2685;1778;0;0;1;27;4;0;0
3412565;DECAPEPTYL LP 11,25MG IM AMP 2ML;225280;213266;0;0;0;9;1;0;0
3412795;SAVARINE COMP B/28                      ;19680;13014;0;0;0;21;0;0;0
3413004;MOPRAL 10MG B/14COMP                    ;3230;2116;0;0;0;32;0;0;0
3413257;NOVALGIN 500MG B/20CP                  ;2025;1323;0;0;8;32;86;0;0
3413501;QUINIMAX 500MG COMP.BT/9                ;6105;4022;0;0;0;29;2;0;0
3413984;RHINATHIOL SP AD S/SU 5%200ML           ;3050;2016;0;0;0;31;0;0;0
3414736;LAMICTAL 200 CP DISP B/30               ;16560;10967;0;0;0;32;0;0;0
3414742;FEMARA 2.5 MG CPB/30;109200;38085;0;0;0;73;0;0;0
3415500;BAUME ST BERN.T/42G                     ;2260;1496;0;0;0;35;0;0;0
3415517;BAUME ST BERN.T/100G                    ;21050;13205;0;0;1;35;2;0;0
3415894;INONGAN CREME T/55 G                    ;1365;903;0;0;0;35;0;0;0
3415931;ALGESAL BAUME T/40G                     ;2935;1942;0;0;0;6;2;0;0
3415977;ALGESAL SURACTIVE CR T/40G              ;2960;1961;0;0;1;6;1;0;0
3416379;ANY 8% CREME DERM T/25G                 ;8980;5945;0;0;0;54;0;0;0
3416652;VAC AVAXIM 160 UI 0.5 SER/1                 ;17905;11861;0;0;0;48;0;0;0
3417083;ZELITREX 500MG COMP B/10                ;18515;12241;0;0;0;21;2;0;0
3417189;SARGENOR S/SUC 1G CP EFF                ;4410;2919;0;0;0;20;0;0;0
3417700;ZYRTEC GTTE BUV F/15ML                  ;2950;1952;0;0;0;13;2;0;0
3418970;ATRICAN 250 CAPS B/8                    ;4090;2691;0;0;1;28;0;0;0
3419538;INDOCOLLYRE 0,1%C CY FL/5ML             ;3390;2226;0;0;25;22;4;0;0
3421021;AMAREL 1MG B/30CP                       ;4245;2791;0;0;1;28;3;0;0
3421038;AMAREL 2MG B/30CP                       ;5720;3767;0;0;3;28;3;0;0
3421044;AMAREL 3MG B/30CP                       ;7470;4926;0;0;1;28;2;0;0
3421050;AMAREL 4MG B/30CP                       ;13390;8851;0;0;0;28;0;0;0
3421357;LAROSCORBINE 1G INJ                     ;3350;2213;0;0;3;7;1;0;0
3421937;SEDACOLLYRE CH UNIDOSE;6300;3575;0;0;0;22;0;0;0
3422397;XYLOCAINE 1% INJ B/1 20ML               ;1630;1058;0;0;0;7;0;0;0
3422405;XYLOCAINE 2% INJ B/1                    ;1610;1049;0;0;0;7;0;0;0
3423445;KREDEX 6,25MG CP                        ;7900;4480;0;0;0;27;0;0;0
3423474;KREDEX 12,5MG CP                        ;7840;4420;0;0;0;75;0;0;0
3423907;NUTRIVISC COLLY 30DOSES                 ;3225;2298;0;0;0;22;0;0;0
3424344;ERYLIK GEL T/30G                        ;2965;1943;0;0;0;6;1;0;0
3424367;OROMONE 2MG CP B/28;2250;1490;0;0;0;32;2;0;0
3424982;AZANTAC 300 B/14CP EFF                  ;11625;6913;0;0;0;28;0;0;0
3427259;QUINIMAX 250MG/2ML INJ B/25             ;13760;9113;0;0;0;63;0;0;0
3427265;QUINIMAX 500 INJ B/3;3655;2399;0;0;0;7;0;0;0
3427271;QUINIMAX 500 INJ B/25 CH                ;25360;16775;0;0;0;63;0;0;0
3428559;AMLOTROY 10 MG CP B/30;5555;3678;0;0;0;28;0;0;0
3429229;NASACORT 55MCG PUL NAS 15ML             ;10735;7088;0;0;0;24;0;0;0
3430126;NASONEX 50MCG NAS 120DOS                ;12360;8163;0;0;0;24;3;0;0
3430675;TAHOR 10MG CP B/28                      ;13570;8967;0;0;0;21;0;0;0
3430681;TAHOR 20MG CP B/28                      ;19160;12667;0;0;0;21;0;0;0
3431278;ACTICARBINE DRAG B/42                   ;1890;1250;0;0;0;28;2;0;0
3431798;PEPSANE CAP B/30                        ;3685;2441;0;0;0;32;0;0;0
3431858;EDEX 20MCG INJ;23360;13348;0;0;0;7;0;0;0
3432421;CEBEMYXINE CY FL/10ML                   ;2230;1477;0;0;0;22;0;0;0
3433550;PAPCLAIR 5%GEL T/40G                    ;2055;1345;0;0;0;35;0;0;0
3433567;PANNOGEL 10%GEL T/40G                   ;2120;1377;0;0;0;35;0;0;0
3434124;AZANTAC 75 B/14CP EFF                   ;2990;1961;0;0;0;28;0;0;0
3434644;VIT B12 STEROP 1MG AMP INJ B/10;1990;1318;0;0;0;7;0;0;0
3434874;MIGRALGINE B/12 GEL                     ;2165;1431;0;0;0;27;0;0;0
3436258;NUROFEN RHUME 200/30MG B/20             ;4790;3421;0;0;0;74;0;0;0
3436488;QUINIMAX 125MG COMP.BT/18               ;4095;2691;0;0;0;29;4;0;0
3437275;VASELINE STER COOPER T/20G;1280;848;0;0;0;6;1;0;0
3437281;VASELINE CPF OFFICINAL 20G;1280;848;0;0;0;6;2;0;0
3437298;VASELINE OFFICINAL T/45G;2460;1846;0;0;0;35;0;0;0
3437306;VASELINE OFFICINALE CPF 80G;1910;1264;0;0;0;35;0;0;0
3438079;CARTEOL  1% CY FL/3ML                   ;4920;3238;0;0;0;22;0;0;0
3438091;CARTEOL  2% CY FL/3ML                   ;4200;2782;0;0;2;22;0;0;0
